,price,resid_area,air_qual,room_num,age,dist1,teachers,n_hos_beds,parks,airport_NO,airport_YES,poor_prop_log,crime_rate_log
225,50.0,36.2,0.504,8.725,83.0,3.13,22.6,7.5,0.056994369,0,1,1.728109442151599,0.42325918366642196
226,37.6,36.2,0.504,8.04,86.5,3.49,22.6,5.952,0.053115719,0,1,1.4182774069729414,0.323633022674933
227,31.6,36.2,0.504,7.163,79.9,3.31,22.6,6.332,0.054049996,1,0,1.9960599327407849,0.34527622467730223
228,46.7,36.2,0.504,7.686,17.0,3.55,22.6,10.134,0.054927989,0,1,1.5933085305042167,0.26097098661421536
229,31.5,36.2,0.504,6.552,21.4,3.56,22.6,7.33,0.044352419,0,1,1.5602476682433286,0.3658784613426783
230,24.3,36.2,0.504,5.981,68.1,3.97,22.6,8.286,0.046602048,1,0,2.5376572151735295,0.42983246455645874
231,31.7,36.2,0.504,7.412,76.9,3.88,22.6,6.734,0.05392758,0,1,1.8325814637483102,0.38046178058424046
232,41.7,36.2,0.507,8.337,73.3,4.06,22.6,6.634,0.057302659,0,1,1.244154593958768,0.45443938231243064
233,48.3,36.2,0.507,8.247,70.4,3.82,22.6,9.066,0.050358562,0,1,1.599387576580599,0.28628359503792583
234,29.0,36.2,0.507,6.726,66.5,3.67,22.6,9.88,0.044080596,0,1,2.2027647577118348,0.3701211373357089
235,24.0,36.2,0.507,6.086,61.5,3.91,22.6,9.18,0.052493323,0,1,2.474856313934499,0.2855172308722697
236,25.1,36.2,0.507,6.631,76.5,4.46,22.6,9.402,0.046360973,0,1,2.355177543113216,0.41909184102282127
237,31.5,36.2,0.507,7.358,71.6,4.24,22.6,10.53,0.056108329,0,1,1.7457155307266483,0.4133208375737469
238,23.7,34.93,0.428,6.481,18.5,6.26,23.4,7.374,0.049067932,0,1,1.9960599327407849,0.07921775210662894
239,23.3,34.93,0.428,6.606,42.2,6.25,23.4,5.566,0.041232141,1,0,2.124653884501384,0.0884869544561993
240,27.0,34.93,0.428,6.897,54.3,6.49,23.4,10.24,0.038641351,0,1,2.5160822672564502,0.10731959540732408
241,20.1,34.93,0.428,6.095,65.1,6.43,23.4,8.302,0.039667516,1,0,2.5952547069568657,0.10085839631038274
242,22.2,34.93,0.428,6.358,52.9,7.11,23.4,6.044,0.041118808,0,1,2.503073953743449,0.09794307432996417
243,23.7,34.93,0.428,6.393,7.8,7.06,23.4,7.374,0.048029264,0,1,1.8229350866965048,0.1200648747247548
244,17.6,35.86,0.431,5.593,76.5,8.15,20.9,6.252,0.041141822,1,0,2.6026896854443837,0.1873754310966336
245,18.5,35.86,0.431,5.605,70.2,8.28,20.9,9.27,0.043718216,0,1,2.968361076757859,0.17507033007976175
246,24.3,35.86,0.431,6.108,34.9,8.37,20.9,7.086,0.048857201,0,1,2.318458442150336,0.29254274024304827
247,20.5,35.86,0.431,6.226,79.2,8.17,20.9,9.81,0.046513913,1,0,2.411439497906128,0.17945913062491262
248,24.5,35.86,0.431,6.433,49.1,8.05,20.9,8.39,0.049388751,0,1,2.3532782073095637,0.15219734473840293
249,26.2,35.86,0.431,6.718,17.5,8.08,20.9,9.324,0.044233351,0,1,2.0228711901914416,0.17456656442088758
250,24.4,35.86,0.431,6.487,13.0,7.5,20.9,6.188,0.038843516,0,1,1.9315214116032138,0.13129138568117577
251,24.8,35.86,0.431,6.438,8.9,7.43,20.9,10.296,0.046856215,1,0,1.5238800240724537,0.19399482498004614
252,29.6,35.86,0.431,6.957,6.8,9.18,20.9,8.992,0.0395258,1,0,1.5107219394949425,0.07900524661995376
253,42.8,35.86,0.431,8.259,8.4,9.03,20.9,10.856,0.050873374,1,0,1.5129270120532565,0.31403671773445885
254,21.9,33.64,0.392,6.108,32.0,9.39,23.6,6.538,0.036968617,1,0,2.0241930674493576,0.04706486717633031
255,20.9,33.64,0.392,5.876,19.1,9.23,23.6,7.818,0.043736448,1,0,2.327277705584417,0.034865087326079354
256,44.0,33.75,0.394,7.454,34.2,6.66,24.1,6.68,0.042191684,1,0,1.413423028508143,0.01526292666591232
257,50.0,33.97,0.647,8.704,86.9,2.09,27.0,8.6,0.055193191,0,1,1.8115620965242347,0.47719024356009226
258,36.0,33.97,0.647,7.333,100.0,2.2,27.0,8.02,0.060092539,0,1,2.1736147116970854,0.508929827880027
259,30.1,33.97,0.647,6.842,100.0,2.2,27.0,7.302,0.0598956,0,1,2.066862759472976,0.5047974910276488
260,33.8,33.97,0.647,7.203,81.8,2.12,27.0,7.9990000000000006,0.068040719,0,1,2.359910159613315,0.43185384244606734
261,43.1,33.97,0.647,7.52,89.4,2.4,27.0,6.662,0.06503824,0,1,2.1114245875328868,0.4279569267433913
262,48.8,33.97,0.647,8.398,91.5,2.55,27.0,10.076,0.055130645,0,1,1.9329696377795786,0.4188024358799136
263,31.0,33.97,0.647,7.327,94.5,2.41,27.0,5.72,0.055456883,0,1,2.505525936990736,0.6017224426405978
264,36.5,33.97,0.647,7.206,91.6,1.96,27.0,8.53,0.058798548,0,1,2.2082744135228043,0.43830009120173735
265,22.8,33.97,0.647,5.56,62.8,2.1,27.0,7.456,0.058891324,1,0,2.4379897300002487,0.5662338402369981
266,30.7,33.97,0.647,7.014,84.6,2.22,27.0,6.114,0.05775938,1,0,2.7593768282675506,0.5798104952209419
267,50.0,33.97,0.575,8.297,67.0,2.6,27.0,8.0,0.063234775,0,1,2.132982308607866,0.4563736618258476
268,43.5,33.97,0.575,7.47,52.6,3.17,27.0,9.07,0.050390185,1,0,1.425515074273172,0.43210703905458553
269,20.7,36.96,0.464,5.92,61.5,4.22,21.4,10.414,0.052332701,1,0,2.6844403354630764,0.08677384878203838
270,21.1,36.96,0.464,5.856,42.1,4.66,21.4,6.222,0.046563106,0,1,2.6390573296152584,0.261717901773971
271,25.2,36.96,0.464,6.24,16.3,4.56,21.4,6.604,0.043394822,1,0,2.0268315914075385,0.15023731832110337
272,24.4,36.96,0.464,6.538,58.7,4.01,21.4,8.488,0.043963559,0,1,2.166765369851511,0.10849559615329896
273,35.2,36.96,0.464,7.691,51.8,4.53,21.4,6.004,0.042436929,0,1,2.0255131996542803,0.20039065625483235
274,32.4,36.41,0.447,6.758,32.9,4.2,22.4,10.648,0.042514896,1,0,1.5107219394949425,0.05490476516928601
275,32.0,36.41,0.447,6.854,42.8,4.28,22.4,8.84,0.038411883,0,1,1.3812818192963463,0.09170368421021308
276,33.2,36.41,0.447,7.267,49.0,4.94,22.4,8.564,0.042341511,1,0,1.9530276168241774,0.0995647526237456
277,33.1,36.41,0.447,6.826,27.6,5.14,22.4,6.262,0.041667833,1,0,1.6409365794934714,0.05946630416666647
278,29.1,36.41,0.447,6.482,32.1,4.22,22.4,6.282,0.047733893,0,1,2.1029138978649784,0.07675731668200712
279,35.1,33.33,0.4429,6.812,32.2,4.35,25.1,9.602,0.051259589,1,0,1.766441661243765,0.19093435989217727
280,45.4,33.33,0.4429,7.82,64.5,4.98,25.1,7.108,0.041950915,1,0,1.5602476682433286,0.03515476607437538
281,35.4,33.33,0.4429,6.968,37.2,5.55,25.1,8.508,0.042131214,0,1,1.7209792871670078,0.036380144092750526
282,46.0,33.33,0.4429,7.645,49.7,5.46,25.1,8.72,0.05114129,0,1,1.3887912413184778,0.05948514933476605
283,50.0,31.21,0.401,7.923,24.8,6.15,26.4,8.7,0.048894815,0,1,1.425515074273172,0.014898464661966622
284,32.2,32.97,0.4,7.088,20.8,7.44,24.7,7.844,0.042339768,0,1,2.180417459019838,0.009019204420159998
285,22.0,32.25,0.389,6.453,31.9,7.33,24.7,10.44,0.034687927,0,1,2.222459048514761,0.010900374468288333
286,20.1,31.76,0.385,6.23,31.5,9.21,21.8,8.302,0.033291762,0,1,2.6340447877917144,0.019459431156219023
287,23.2,35.32,0.405,6.209,31.3,7.45,23.4,9.964,0.043226217,0,1,2.096790180014449,0.03797955862417438
288,22.3,35.32,0.405,6.315,45.6,7.63,23.4,5.846,0.034847434,1,0,2.151762203259462,0.0448777587780855
289,24.8,35.32,0.405,6.565,22.9,7.33,23.4,9.096,0.041045876,1,0,2.3523271848888596,0.04207241242184147
290,28.5,34.95,0.411,6.861,27.9,5.22,20.8,8.07,0.039614292,0,1,1.4655675420143985,0.0344207502021303
291,37.3,34.95,0.411,7.148,27.7,5.12,20.8,8.146,0.047461264,0,1,1.5173226235262949,0.07590492808946418
292,27.9,34.95,0.411,6.63,23.4,5.25,20.8,8.458,0.038906315,1,0,1.7404661748405046,0.03551192100135947
293,23.9,43.92,0.437,6.127,18.4,5.76,24.0,7.278,0.04846407,0,1,2.259677591982769,0.07941173942416178
294,21.7,43.92,0.437,6.009,42.3,5.54,24.0,8.834,0.03857924,1,0,2.4336133554004498,0.07880193823740346
295,28.6,43.92,0.437,6.678,31.1,6.2,24.0,6.972,0.042031036,0,1,1.9837562915454279,0.12161568167655962
296,27.1,43.92,0.437,6.549,51.0,6.22,24.0,10.442,0.045355724,1,0,2.127040520479115,0.05232676017776742
297,20.3,43.92,0.437,5.79,58.0,6.56,24.0,7.606,0.052079028,0,1,2.8237570088141806,0.13193136325997015
298,22.5,32.24,0.4,6.345,20.1,8.0,25.2,9.45,0.036877731,1,0,1.7867469274045107,0.06265549936434223
299,29.0,32.24,0.4,7.041,10.0,7.84,25.2,7.98,0.04137643,0,1,1.747459210331475,0.05411879888749596
300,24.8,32.24,0.4,6.871,47.4,8.09,25.2,9.096,0.042859916,0,1,1.9558604799084813,0.04322231145326903
301,22.0,36.09,0.433,6.59,40.4,5.63,23.9,9.94,0.037135615,0,1,2.3513752571634776,0.034758850756454795
302,26.4,36.09,0.433,6.495,18.4,5.8,23.9,7.928,0.03726343,0,1,2.269028309465203,0.08861509035364626
303,33.1,36.09,0.433,6.982,17.7,5.81,23.9,8.262,0.051095004,1,0,1.7681496035889213,0.09531017980432493
304,36.1,32.18,0.472,7.236,41.1,4.1,21.6,6.922,0.052321498,1,0,2.0706530356467567,0.053682936916184865
305,28.4,32.18,0.472,6.616,58.1,3.63,21.6,6.568,0.045315188,1,0,2.295560478057081,0.05334169498182321
306,33.4,32.18,0.472,7.42,71.9,3.31,21.6,10.668,0.050502605,0,1,2.010894999144726,0.07234856816697781
307,28.2,32.18,0.472,6.849,70.3,3.28,21.6,10.464,0.046920311,0,1,2.143589361503588,0.04814233532601417
308,22.8,39.9,0.544,6.635,82.5,3.57,21.6,7.156,0.058075982,1,0,1.7119945007591924,0.4007741226200408
309,20.3,39.9,0.544,5.972,76.7,3.4,21.6,10.106,0.056731152,0,1,2.395164274287139,0.2996600492111879
310,16.1,39.9,0.544,4.973,37.8,2.63,21.6,7.322,0.056148028,1,0,2.613006652415316,1.290741151786282
311,22.1,39.9,0.544,6.122,52.8,2.89,21.6,8.242,0.055734022,0,1,1.9430489167742813,0.582444643903983
312,19.4,39.9,0.544,6.023,90.4,3.0,21.6,6.288,0.053472691,0,1,2.543175557911976,0.2324520921057716
313,21.6,39.9,0.544,6.266,82.8,3.38,21.6,8.832,0.054245265,0,1,2.186051276738094,0.23852859229108628
314,23.8,39.9,0.544,6.567,87.3,3.92,21.6,9.576,0.054380967,0,1,2.330200260027019,0.3142266276738932
315,16.2,39.9,0.544,5.705,77.7,4.02,21.6,6.724,0.055817767,1,0,2.5257286443082556,0.22598750344594104
316,17.8,39.9,0.544,5.914,83.2,4.2,21.6,7.256,0.051922204,1,0,2.9616582932202395,0.2763202709424078
317,19.8,39.9,0.544,5.782,71.7,4.13,21.6,9.796,0.04706184,1,0,2.8296776892239084,0.21931222113316776
318,23.1,39.9,0.544,6.382,67.2,3.8,21.6,5.562,0.051488997,1,0,2.4300984132930052,0.33791405384588485
319,21.0,39.9,0.544,6.113,58.8,4.07,21.6,10.32,0.054127891,1,0,2.6195832197798796,0.38897658310334066
320,23.8,37.38,0.493,6.426,52.3,4.74,20.4,6.776,0.055346637,0,1,2.1041341542702074,0.1549503599978226
321,23.1,37.38,0.493,6.376,54.3,4.85,20.4,7.762,0.046927708,0,1,2.063058062429312,0.16686098909834052
322,20.4,37.38,0.493,6.041,49.9,4.93,20.4,8.908,0.045674585,1,0,2.163323025660538,0.3009486805521662
323,18.5,37.38,0.493,5.708,74.3,4.91,20.4,6.57,0.050020111,0,1,2.5447466501440172,0.24991789803076367
324,25.0,37.38,0.493,6.415,40.1,5.0,20.4,8.6,0.047326766,1,0,1.9629077254238845,0.2934827161414511
325,24.6,37.38,0.493,6.431,14.7,5.51,20.4,7.992,0.045302946,1,0,1.8050046959780757,0.17551511208097648
326,23.0,37.38,0.493,6.312,28.9,5.47,20.4,7.06,0.048493779,0,1,1.9671123567059163,0.26502993916684725
327,22.2,37.38,0.493,6.083,43.7,5.59,20.4,9.044,0.050830442,1,0,2.6239436918052106,0.21594167998346542
328,19.3,33.24,0.46,5.868,25.8,5.42,23.1,9.986,0.039430781,0,1,2.395164274287139,0.06407278770058897
329,22.6,33.24,0.46,6.333,17.2,5.36,23.1,5.552,0.045171644,1,0,2.1210632163706555,0.06507587673618766
330,19.8,33.24,0.46,6.144,32.2,6.02,23.1,9.396,0.043030882,1,0,2.3115448343655176,0.044437849430568215
331,17.1,36.06,0.4379,5.706,28.4,6.67,23.1,6.742,0.052187447,1,0,2.5974910105351463,0.049009187801052775
332,19.4,36.06,0.4379,6.031,23.3,6.95,23.1,7.488,0.051756241,0,1,2.178155014615869,0.03407287033313533
333,22.2,35.19,0.515,6.316,38.1,6.76,19.8,9.144,0.049894824,1,0,1.8991179875485542,0.049580328098150425
334,20.7,35.19,0.515,6.31,38.5,6.52,19.8,7.514,0.055402331,0,1,2.0476928433652555,0.036698303782673684
335,21.1,35.19,0.515,6.037,34.5,6.26,19.8,8.922,0.050577407,0,1,2.1983350716202463,0.038845642823198155
336,19.5,35.19,0.515,5.869,46.3,5.5,19.8,10.09,0.044682897,1,0,2.379546134130174,0.03369586385672555
337,18.5,35.19,0.515,5.895,59.6,5.86,19.8,8.27,0.056682367,0,1,2.4475508632442313,0.029956781289803357
338,20.6,35.19,0.515,6.059,37.3,4.91,19.8,8.112,0.053459545,0,1,2.252343876557299,0.032525271703396925
339,19.0,35.19,0.515,5.985,45.4,4.89,19.8,6.38,0.04769962,1,0,2.3739750890807185,0.05351233050476119
340,18.7,35.19,0.515,5.968,58.5,5.06,19.8,6.474,0.053311543,0,1,2.331172549845958,0.059692422747982116
341,32.7,31.52,0.442,7.241,49.3,7.32,24.5,6.254,0.052440282,0,1,1.8702625307159986,0.012926096886133642
342,16.5,31.89,0.518,6.54,59.7,6.46,24.1,7.33,0.056545656,0,1,2.2669579153508947,0.024673100204884196
343,23.9,33.78,0.484,6.696,56.4,6.03,22.4,8.978,0.047871549,0,1,2.1016921506146558,0.025112036814854896
344,31.2,33.78,0.484,6.874,28.1,6.71,22.4,10.624,0.046382519,1,0,1.724550719534605,0.030034417274120925
345,17.5,34.39,0.442,6.014,48.5,8.24,21.2,7.15,0.050677119,0,1,2.4449523342809676,0.030655288259616963
346,17.2,34.39,0.442,5.898,52.3,8.07,21.2,6.044,0.044077795,1,0,2.6152036507358583,0.05979604334596573
347,23.1,34.15,0.429,6.516,27.7,8.87,22.1,8.162,0.038407038,0,1,1.9960599327407849,0.01852730461388356
348,24.5,32.01,0.435,6.635,29.7,8.62,23.0,6.29,0.048923889,0,1,1.944480556245719,0.014898464661966622
349,26.6,31.25,0.429,6.939,34.5,8.88,20.3,5.632,0.039234716,0,1,1.9300710850255671,0.028577738631707397
350,22.9,31.25,0.429,6.49,44.4,9.0,20.3,7.258,0.038897843,1,0,1.9430489167742813,0.06025749561032615
351,24.1,31.69,0.411,6.579,35.9,10.98,21.7,5.582,0.036212003,0,1,1.8702625307159986,0.0764979709727249
352,18.6,31.69,0.411,5.884,18.5,10.83,21.7,7.372,0.039638648,0,1,2.1736147116970854,0.06993642619916392
353,30.1,32.02,0.41,6.728,36.1,12.32,23.0,6.102,0.047356513,0,1,1.7047480922384253,0.016945608726141773
354,18.2,31.91,0.413,5.663,21.9,10.76,18.0,8.764,0.046933708,1,0,2.2027647577118348,0.04211076370038195
355,20.6,31.91,0.413,5.936,19.5,10.82,18.0,9.312,0.044335025,1,0,1.8825138324965192,0.101283214752084
356,17.8,48.1,0.77,6.212,97.4,2.16,19.8,5.956,0.077295155,1,0,2.9231615807191558,2.3008796395346813
357,21.7,48.1,0.77,6.395,91.0,2.83,19.8,7.034,0.075544099,1,0,2.658159431488745,1.578916847366148
358,22.7,48.1,0.77,6.127,83.4,2.96,19.8,6.354,0.076655095,1,0,2.5241273629412815,1.8248347351792473
359,22.6,48.1,0.77,6.112,81.3,2.78,19.8,7.9990000000000006,0.074238745,1,0,2.6152036507358583,1.6603800451716153
360,25.0,48.1,0.77,6.398,88.0,2.73,19.8,8.8,0.067257872,1,0,2.1736147116970854,1.7123410111146564
361,19.9,48.1,0.77,6.251,91.1,2.58,19.8,8.898,0.073252182,0,1,2.7206373166076814,1.5762616149393935
362,20.8,48.1,0.77,5.362,96.2,2.27,19.8,8.016,0.069929484,1,0,2.4150205223238337,1.5429176957008952
363,16.8,48.1,0.77,5.803,89.0,1.98,19.8,9.736,0.08028456,0,1,2.7498317351171653,1.6529551515173315
364,21.9,48.1,0.718,8.78,82.9,1.97,19.8,8.038,0.062172824,1,0,1.8389610707123492,1.4983454449272653
365,27.5,48.1,0.718,3.561,87.9,1.63,19.8,8.05,0.067931991,0,1,2.0943301541735866,1.7148550264902072
366,21.9,48.1,0.718,4.963,91.4,2.08,19.8,10.238,0.075653918,1,0,2.70805020110221,1.5469133618955864
367,23.1,48.1,0.631,3.863,100.0,1.53,19.8,9.962,0.055889023,1,0,2.6623552418400807,2.675678513070904
368,50.0,48.1,0.631,4.97,100.0,1.47,19.8,9.7,0.062356485,1,0,1.449269160281279,1.7746506104773532
369,50.0,48.1,0.631,6.683,96.8,1.55,19.8,6.7,0.06747724,0,1,1.5539252025038417,1.8976168614222872
370,50.0,48.1,0.631,7.016,97.5,1.4,19.8,10.1,0.05922939,0,1,1.3762440252663892,2.020057712262034
371,50.0,48.1,0.631,6.216,100.0,1.38,19.8,9.8,0.060880135,0,1,2.354228326145884,2.3255493836278043
372,50.0,48.1,0.668,5.875,89.6,1.13,19.8,10.8,0.06447881,0,1,2.2905125117597764,2.226486679687524
373,13.8,48.1,0.668,4.906,100.0,1.48,19.8,6.876,0.061022409,0,1,3.5771095532709265,2.493874650127679
374,13.8,48.1,0.668,4.138,100.0,1.46,19.8,7.076,0.071138748,1,0,3.662792119350618,2.970322153616776
375,15.0,48.1,0.671,7.313,97.9,1.62,19.8,8.9,0.062426718,1,0,2.67000213346468,3.0257327258266167
376,13.9,48.1,0.671,6.649,93.3,1.65,19.8,9.478,0.070452383,0,1,3.1880041612011136,2.7904286403681122
377,13.3,48.1,0.671,6.794,98.8,1.57,19.8,6.066,0.069007471,0,1,3.1018924693823817,2.381718772241792
378,13.1,48.1,0.671,6.38,96.2,1.52,19.8,9.262,0.06315332,0,1,3.206398303357088,3.204703875510067
379,10.2,48.1,0.671,6.223,100.0,1.48,19.8,7.904,0.058067105,1,0,3.125882958019036,2.937398463323919
380,10.4,48.1,0.671,6.968,91.9,1.66,19.8,9.408,0.066591139,0,1,2.9019708937395166,4.4995451909142234
381,10.9,48.1,0.671,6.545,99.1,1.78,19.8,8.618,0.05814884,1,0,3.0946722214088944,2.825797680570924
382,11.3,48.1,0.7,5.536,100.0,1.9,19.8,8.226,0.060649594,0,1,3.202746442938317,2.321114360892544
383,12.3,48.1,0.7,5.52,100.0,1.71,19.8,6.746,0.070122485,1,0,3.241028629509334,2.19638867250955
384,8.8,48.1,0.7,4.368,91.2,1.5,19.8,5.676,0.062556587,1,0,3.4541060373175574,3.04855714447919
385,7.2,48.1,0.7,5.277,98.1,1.46,19.8,10.144,0.059990848,1,0,3.4597807057610526,2.879861159011059
386,10.5,48.1,0.7,4.652,100.0,1.71,19.8,7.71,0.059673708,0,1,3.3769046890931107,3.2345050497403935
387,7.4,48.1,0.7,5.0,89.5,1.79,19.8,8.348,0.061626983,1,0,3.49620448524049,3.1611238231251
388,10.2,48.1,0.7,4.88,100.0,1.77,19.8,6.104,0.071030258,1,0,3.453789831781326,2.730053020578551
389,11.5,48.1,0.7,5.39,98.9,2.0,19.8,6.03,0.061502094,1,0,3.084200921541599,2.213944025142987
390,15.1,48.1,0.7,5.713,97.0,2.2,19.8,9.702,0.071082586,0,1,2.896464271895322,2.0746990638882306
391,23.2,48.1,0.7,6.051,82.5,2.17,19.8,9.664,0.061832936,0,1,2.983659692319722,1.8394458498493202
392,9.7,48.1,0.7,5.036,97.0,1.98,19.8,5.494,0.068542099,1,0,3.283914221047423,2.531941305700138
393,13.8,48.1,0.693,6.193,92.6,1.89,19.8,9.076,0.062731082,1,0,2.783157673589016,2.266414762688843
394,12.7,48.1,0.693,5.887,94.7,1.99,19.8,6.754,0.065389612,1,0,2.8535925063928684,2.6644326359464867
395,13.1,48.1,0.693,6.471,98.8,2.04,19.8,5.762,0.071121639,1,0,2.8970163006148333,2.273851200420946
396,12.5,48.1,0.693,6.405,96.0,1.77,19.8,5.45,0.068462877,0,1,3.0140632302387145,1.9274624605576969
397,8.5,48.1,0.693,5.747,98.9,1.73,19.8,9.27,0.06623652,1,0,3.040705639196722,2.160101750967694
398,5.0,48.1,0.693,5.453,100.0,1.57,19.8,9.3,0.065253151,1,0,3.4528406148139936,3.672541717146316
399,6.3,48.1,0.693,5.852,77.8,1.7,19.8,6.726,0.061264059,1,0,3.4330189939851112,2.390279986333144
400,5.6,48.1,0.693,5.987,100.0,1.73,19.8,9.212,0.061734722,0,1,3.323956301318708,3.2598680448992714
401,7.2,48.1,0.693,6.343,100.0,1.76,19.8,7.344,0.070291108,0,1,3.0596455992976437,2.7236741753351374
402,12.1,48.1,0.693,6.404,100.0,1.66,19.8,5.442,0.068858839,1,0,3.0591764461105257,2.360449202216868
403,8.3,48.1,0.693,5.349,96.0,1.75,19.8,7.9990000000000006,0.067688666,0,1,3.033509637888021,3.250440381229692
404,8.5,48.1,0.693,5.531,85.4,1.9,19.8,8.47,0.061470408,1,0,3.3456846717318967,3.7501908988370403
405,5.0,48.1,0.693,5.683,100.0,1.53,19.8,7.3,0.065307953,0,1,3.177220149599368,4.232958019253417
406,11.9,48.1,0.659,4.138,100.0,1.46,19.8,8.538,0.061901185,0,1,3.1921210875593813,3.0780585258000213
407,27.9,48.1,0.659,5.608,100.0,1.46,19.8,6.658,0.067194873,0,1,2.574899688314705,2.5611807266231144
408,17.2,48.1,0.597,5.617,97.9,1.53,19.8,6.444,0.052765327,1,0,3.3105430133940246,2.1286946938918567
409,27.5,48.1,0.597,6.852,100.0,1.52,19.8,7.65,0.056582992,0,1,3.0339909856710814,2.736851434907838
410,15.0,48.1,0.597,5.757,100.0,1.69,19.8,9.6,0.061616148,1,0,2.4078456036515385,3.9538518529018067
411,17.2,48.1,0.597,6.657,100.0,1.56,19.8,9.644,0.055100907,1,0,3.100992784211484,2.7114245017411593
412,17.9,48.1,0.597,4.628,100.0,1.77,19.8,8.358,0.058674621,1,0,3.5658640032173894,2.9862373389921895
413,16.3,48.1,0.597,5.155,100.0,1.84,19.8,6.626,0.055800358,1,0,3.0483247236731614,3.3896577218278483
414,7.0,48.1,0.693,4.519,100.0,1.74,19.8,6.04,0.069262801,0,1,3.63705970538414,3.844730829794956
415,7.2,48.1,0.679,6.434,100.0,1.88,19.8,8.644,0.058726791,1,0,3.4028626609812167,2.9488817271093315
416,7.5,48.1,0.679,6.782,90.8,1.9,19.8,7.9990000000000006,0.06461937,0,1,3.2880286835565173,2.4709936445680034
417,10.4,48.1,0.679,5.304,89.1,1.73,19.8,8.608,0.058834904,0,1,3.319263998899469,3.293634442449129
418,8.8,48.1,0.679,5.957,100.0,1.96,19.8,8.476,0.067903567,1,0,3.073618812211062,4.3112567387853336
419,8.4,48.1,0.718,6.824,76.5,2.05,19.8,5.968,0.063264165,1,0,3.167161389181522,2.5504056470206957
420,16.7,48.1,0.718,6.411,100.0,1.93,19.8,6.034,0.064850926,0,1,2.7738379416402132,2.492163587735884
421,14.2,48.1,0.718,6.006,95.3,1.98,19.8,8.284,0.075559551,1,0,2.8154087194227095,2.0822613123870632
422,20.8,48.1,0.614,5.648,87.6,2.13,19.8,8.916,0.058066317,1,0,2.714694743820879,2.5686501932208596
423,13.4,48.1,0.614,6.103,85.1,2.08,19.8,8.268,0.063343967,1,0,3.190064743014081,2.085724263982504
424,11.7,48.1,0.584,5.565,70.6,2.26,19.8,7.834,0.063779016,1,0,2.8992213731731473,2.2815779805968406
425,8.3,48.1,0.679,5.896,95.4,2.15,19.8,5.566,0.067305708,0,1,3.234355395716587,2.8249617460097114
426,10.2,48.1,0.584,5.837,59.7,2.27,19.8,9.104,0.055707938,1,0,2.8148097376737438,2.5837862093461372
427,10.9,48.1,0.679,6.202,78.7,2.07,19.8,7.518,0.066286981,1,0,2.7421295147550726,3.6548546189770925
428,11.0,48.1,0.679,6.193,78.1,2.12,19.8,8.52,0.067890699,0,1,3.1144038032714896,2.1243085441136205
429,9.5,48.1,0.679,6.38,95.6,1.98,19.8,8.79,0.064037395,0,1,3.22207071576472,2.335912513221137
430,14.5,48.1,0.584,6.348,86.1,2.28,19.8,9.09,0.063629899,1,0,2.925309809257445,2.2504630342235155
431,14.1,48.1,0.584,6.833,94.3,2.1,19.8,6.682,0.054610526,0,1,3.029650491757452,2.4035429310745737
432,16.1,48.1,0.584,6.425,74.8,2.4,19.8,8.722,0.053705297,0,1,2.567254391136754,2.0074150555763612
433,14.3,48.1,0.713,6.436,87.9,2.34,19.8,6.186,0.061400159,1,0,2.8460714989995846,1.8841973460987684
434,11.7,48.1,0.713,6.208,95.0,2.44,19.8,7.834,0.074839333,1,0,2.783157673589016,2.7022601376565687
435,13.4,48.1,0.74,6.629,94.6,2.15,19.8,10.168,0.076801062,1,0,3.18924101973851,2.498184770733843
436,9.6,48.1,0.74,6.461,93.3,2.32,19.8,6.092,0.070157854,0,1,2.94706710157271,2.7357172474638767
437,8.2,48.1,0.74,6.152,100.0,2.01,19.8,9.864,0.06739388,1,0,3.3123661679555396,2.7836028435028815
438,8.4,48.1,0.74,5.935,87.9,1.85,19.8,9.568,0.071117798,0,1,3.555919326857706,2.6863565870169546
439,12.8,48.1,0.74,5.627,93.9,1.87,19.8,8.456,0.073012667,0,1,3.1730412885244013,2.340904438499074
440,10.5,48.1,0.74,5.818,92.4,2.03,19.8,7.41,0.075248915,1,0,3.1402654242862895,3.137713490646716
441,17.1,48.1,0.74,6.406,97.2,2.33,19.8,9.242,0.077408024,0,1,3.021400020302569,2.372501005014648
442,14.8,48.1,0.74,6.219,100.0,2.08,19.8,7.096,0.07711596,1,0,2.8673305587494666,1.8970754838957269
443,15.4,48.1,0.74,6.485,100.0,2.29,19.8,6.608,0.06694984,1,0,2.9882040071331994,2.394848818884537
444,10.8,48.1,0.74,5.854,96.6,1.93,19.8,5.516,0.065304838,1,0,3.210440346047099,2.6248352449424797
445,11.8,48.1,0.74,6.459,94.8,2.2,19.8,5.336,0.076180913,0,1,3.2180755046974316,2.457175676049689
446,14.9,48.1,0.74,6.341,96.4,2.23,19.8,10.198,0.070659667,1,0,2.933324813425374,1.9862387647413884
447,12.6,48.1,0.74,6.251,96.6,2.51,19.8,9.752,0.064950729,0,1,2.8587664184808337,2.39104001091028
448,14.1,48.1,0.713,6.185,98.7,2.43,19.8,9.082,0.067950544,0,1,2.9512577834521614,2.3349641863179325
449,13.0,48.1,0.713,6.417,98.3,2.5,19.8,8.06,0.073411072,0,1,3.011113375592293,2.143121491225277
450,13.4,48.1,0.713,6.749,92.6,2.4,19.8,9.068,0.06132192,0,1,2.914522218128448,2.0435189836286223
