,Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2398,Taylors Hill,3,h,520000.0,S,Barry,22/07/2017,18.0,3037.0,3.0,2.0,2.0,389.0,161.0,2005.0,Melton,-37.71364000000001,144.76031,Western Metropolitan,4242.0
2399,Taylors Hill,3,h,530000.0,SP,YPA,22/07/2017,18.0,3037.0,3.0,2.0,1.0,343.0,119.0,2011.0,Melton,-37.7117,144.75204,Western Metropolitan,4242.0
2400,Hillside,5,h,650500.0,SP,YPA,1/07/2017,18.0,3037.0,5.0,2.0,2.0,615.0,213.0,2007.0,Melton,-37.68455,144.73272,Western Metropolitan,5556.0
2401,Taylors Hill,5,h,725500.0,S,Barry,22/07/2017,18.0,3037.0,5.0,3.0,2.0,450.0,260.0,2011.0,Melton,-37.71152,144.75283000000005,Western Metropolitan,4242.0
2402,Taylors Hill,4,h,605500.0,S,YPA,1/07/2017,18.0,3037.0,4.0,2.0,2.0,724.0,193.0,2002.0,Melton,-37.71071,144.74962,Western Metropolitan,4242.0
2403,Sydenham,3,h,471000.0,S,YPA,17/06/2017,18.0,3037.0,3.0,2.0,1.0,338.0,114.0,2000.0,Brimbank,-37.705,144.75759,Western Metropolitan,3640.0
2404,Taylors Hill,3,h,558000.0,S,Barry,17/06/2017,18.0,3037.0,3.0,2.0,2.0,431.0,431.0,2008.0,Melton,-37.7209,144.75053,Western Metropolitan,4242.0
2405,Hillside,4,h,677000.0,S,Barry,27/05/2017,18.0,3037.0,4.0,2.0,2.0,661.0,196.0,1999.0,Brimbank,-37.69655,144.75538,Western Metropolitan,5556.0
2406,Delahey,3,h,563000.0,S,Purplebricks,23/09/2017,18.0,3037.0,3.0,2.0,2.0,469.0,,,Brimbank,-37.72438,144.7655,Western Metropolitan,2898.0
2407,Hillside,4,h,628000.0,S,Barry,16/09/2017,18.0,3037.0,4.0,2.0,1.0,480.0,120.0,2003.0,Brimbank,-37.70228,144.74316000000005,Western Metropolitan,5556.0
2408,Hillside,4,h,618350.0,S,YPA,29/07/2017,18.0,3037.0,4.0,2.0,2.0,542.0,221.0,2009.0,Melton,-37.68104,144.74608,Western Metropolitan,5556.0
2409,Taylors Hill,3,h,680000.0,PI,Barry,3/06/2017,18.0,3037.0,3.0,2.0,2.0,666.0,231.0,2005.0,Melton,-37.71594,144.7415,Western Metropolitan,4242.0
2410,Hillside,4,h,600000.0,PI,Barry,15/07/2017,18.0,3037.0,4.0,2.0,3.0,715.0,,1999.0,Melton,-37.69787,144.75082,Western Metropolitan,5556.0
2411,Hillside,4,h,700000.0,PI,Barry,22/07/2017,18.0,3037.0,4.0,2.0,4.0,788.0,236.0,1995.0,Melton,-37.68974,144.75225,Western Metropolitan,5556.0
2412,Delahey,3,h,475000.0,S,YPA,12/08/2017,18.0,3037.0,3.0,2.0,2.0,358.0,106.0,1990.0,Brimbank,-37.7145,144.77132,Western Metropolitan,2898.0
2413,Delahey,3,h,607500.0,S,One,23/09/2017,18.0,3037.0,3.0,2.0,2.0,528.0,142.0,2000.0,Brimbank,-37.71046,144.77043,Western Metropolitan,2898.0
2414,Hillside,6,h,935000.0,S,Prof.,17/06/2017,18.0,3037.0,6.0,4.0,2.0,694.0,,,Melton,-37.68178,144.73779,Western Metropolitan,5556.0
2415,Taylors Hill,3,h,645000.0,S,Barry,27/05/2017,18.0,3037.0,3.0,2.0,2.0,684.0,,,Melton,-37.72199000000001,144.74578,Western Metropolitan,4242.0
2416,Hillside,4,h,1111000.0,S,Barry,19/08/2017,18.0,3037.0,4.0,2.0,2.0,2002.0,,,Melton,-37.69547,144.73018000000005,Western Metropolitan,5556.0
2417,Hillside,3,h,478000.0,S,Barry,19/08/2017,18.0,3037.0,3.0,1.0,1.0,318.0,118.0,2003.0,Melton,-37.70388,144.75259,Western Metropolitan,5556.0
2418,Hillside,4,h,805000.0,S,Barry,9/09/2017,18.0,3037.0,4.0,3.0,2.0,970.0,,,Melton,-37.69144,144.74643,Western Metropolitan,5556.0
2419,Hillside,3,h,660000.0,S,Barry,24/06/2017,18.0,3037.0,3.0,2.0,2.0,666.0,193.0,2002.0,Melton,-37.68381,144.73331000000005,Western Metropolitan,5556.0
2420,Hillside,3,u,485000.0,S,Barry,29/07/2017,18.0,3037.0,3.0,2.0,2.0,345.0,,2005.0,Melton,-37.70428,144.74705,Western Metropolitan,5556.0
2421,Delahey,4,h,505000.0,S,YPA,22/07/2017,18.0,3037.0,4.0,2.0,2.0,344.0,105.9,1995.0,Brimbank,-37.719,144.76699,Western Metropolitan,2898.0
2422,Hillside,3,h,645500.0,S,Prof.,16/09/2017,18.0,3037.0,3.0,2.0,2.0,719.0,155.0,2000.0,Brimbank,-37.6883,144.74225,Western Metropolitan,5556.0
2423,Hillside,4,h,580000.0,SP,YPA,12/08/2017,18.0,3037.0,4.0,2.0,2.0,600.0,174.0,2002.0,Melton,-37.6844,144.75595,Western Metropolitan,5556.0
2424,Hillside,4,h,660000.0,S,Barry,8/07/2017,18.0,3037.0,4.0,2.0,2.0,724.0,,,Melton,-37.6869,144.7485,Western Metropolitan,5556.0
2425,Sydenham,4,h,740000.0,S,Purplebricks,22/07/2017,18.0,3037.0,4.0,2.0,2.0,1017.0,156.0,2000.0,Brimbank,-37.69106,144.75853999999995,Western Metropolitan,3640.0
2426,Sydenham,3,h,620000.0,S,Barry,22/07/2017,18.0,3037.0,3.0,2.0,2.0,360.0,,2000.0,Brimbank,-37.70686,144.76989,Western Metropolitan,3640.0
2427,Hillside,3,h,485000.0,SP,Brad,3/06/2017,18.0,3037.0,3.0,2.0,1.0,453.0,153.0,1997.0,Melton,-37.68811,144.74999,Western Metropolitan,5556.0
2428,Delahey,3,h,550000.0,PI,Sweeney,22/07/2017,18.0,3037.0,3.0,2.0,2.0,668.0,,,Brimbank,-37.72589,144.77991,Western Metropolitan,2898.0
2429,Sydenham,3,h,585000.0,S,Prof.,29/07/2017,18.0,3037.0,3.0,2.0,2.0,662.0,232.0,2004.0,Brimbank,-37.70525,144.75699,Western Metropolitan,3640.0
2430,Taylors Lakes,4,h,853000.0,S,Barry,15/07/2017,15.5,3038.0,4.0,3.0,2.0,724.0,330.0,1990.0,Brimbank,-37.70941,144.7873,Western Metropolitan,5336.0
2431,Taylors Lakes,4,h,800000.0,VB,Westside,22/07/2017,15.5,3038.0,4.0,3.0,6.0,876.0,,,Brimbank,-37.6899,144.78346000000005,Western Metropolitan,5336.0
2432,Taylors Lakes,3,h,695000.0,SP,Barry,3/06/2017,15.5,3038.0,3.0,2.0,2.0,665.0,,1990.0,Brimbank,-37.69408,144.77861,Western Metropolitan,5336.0
2433,Taylors Lakes,3,h,790500.0,S,Barry,3/06/2017,15.5,3038.0,3.0,2.0,2.0,808.0,,,Brimbank,-37.6943,144.78187,Western Metropolitan,5336.0
2434,Keilor Downs,4,h,705000.0,PI,Brad,15/07/2017,15.5,3038.0,4.0,2.0,3.0,815.0,198.0,2000.0,Brimbank,-37.71757,144.81328,Western Metropolitan,3656.0
2435,Keilor Downs,4,h,590000.0,VB,Brad,15/07/2017,15.5,3038.0,4.0,2.0,2.0,757.0,152.0,1980.0,Brimbank,-37.72483,144.8143,Western Metropolitan,3656.0
2436,Taylors Lakes,3,h,630000.0,S,Barry,22/07/2017,15.5,3038.0,3.0,2.0,1.0,655.0,,,Brimbank,-37.70894000000001,144.80205,Western Metropolitan,5336.0
2437,Taylors Lakes,4,h,688000.0,S,O'Brien,22/07/2017,15.5,3038.0,4.0,2.0,1.0,645.0,,,Brimbank,-37.70841,144.79699,Western Metropolitan,5336.0
2438,Keilor Downs,3,h,580000.0,SP,Ace,3/06/2017,15.5,3038.0,3.0,1.0,4.0,677.0,,,Brimbank,-37.72188,144.81489,Western Metropolitan,3656.0
2439,Taylors Lakes,4,h,704000.0,S,Barry,15/07/2017,15.5,3038.0,4.0,2.0,2.0,644.0,,,Brimbank,-37.71128,144.80686,Western Metropolitan,5336.0
2440,Taylors Lakes,5,h,805000.0,S,Barry,3/06/2017,15.5,3038.0,5.0,2.0,2.0,705.0,,,Brimbank,-37.69403,144.79418,Western Metropolitan,5336.0
2441,Taylors Lakes,5,h,1300000.0,PI,Barry,27/05/2017,15.5,3038.0,5.0,3.0,2.0,771.0,,,Brimbank,-37.68166,144.77422,Western Metropolitan,5336.0
2442,Keilor Downs,3,h,810000.0,S,Bells,1/07/2017,15.5,3038.0,3.0,2.0,2.0,766.0,,,Brimbank,-37.71424,144.7958,Western Metropolitan,3656.0
2443,Taylors Lakes,5,h,780000.0,S,Barry,17/06/2017,15.5,3038.0,5.0,2.0,2.0,663.0,230.0,1996.0,Brimbank,-37.69496,144.79511000000005,Western Metropolitan,5336.0
2444,Keilor Downs,3,h,620000.0,S,Barry,8/07/2017,15.5,3038.0,3.0,1.0,4.0,650.0,100.0,1985.0,Brimbank,-37.71575,144.80598,Western Metropolitan,3656.0
2445,Keilor Downs,3,h,675000.0,S,Ray,8/07/2017,15.5,3038.0,3.0,2.0,4.0,708.0,,,Brimbank,-37.72659,144.79668,Western Metropolitan,3656.0
2446,Keilor Downs,3,h,575000.0,SP,Brad,24/06/2017,15.5,3038.0,3.0,1.0,1.0,307.0,,1990.0,Brimbank,-37.72545,144.80397,Western Metropolitan,3656.0
2447,Taylors Lakes,3,h,693000.0,S,YPA,29/07/2017,15.5,3038.0,3.0,2.0,3.0,723.0,,,Brimbank,-37.70458,144.79505,Western Metropolitan,5336.0
2448,Taylors Lakes,3,h,685000.0,S,Barry,29/07/2017,15.5,3038.0,3.0,1.0,2.0,678.0,,,Brimbank,-37.70892,144.80087,Western Metropolitan,5336.0
2449,Keilor Lodge,4,h,640000.0,PI,Barry,1/07/2017,15.5,3038.0,4.0,2.0,1.0,729.0,,1987.0,Brimbank,-37.70115,144.80144,Western Metropolitan,570.0
2450,Keilor Downs,3,h,735000.0,SP,Brad,1/07/2017,15.5,3038.0,3.0,2.0,2.0,749.0,180.0,1979.0,Brimbank,-37.72321,144.80882,Western Metropolitan,3656.0
2451,Keilor Downs,3,h,680000.0,S,Brad,23/09/2017,15.5,3038.0,3.0,2.0,2.0,850.0,,,Brimbank,-37.72056,144.80825,Western Metropolitan,3656.0
2452,Taylors Lakes,4,h,715000.0,S,Barry,17/06/2017,15.5,3038.0,4.0,3.0,2.0,679.0,,,Brimbank,-37.68903,144.77226000000005,Western Metropolitan,5336.0
2453,Keilor Downs,3,h,550000.0,VB,Sweeney,17/06/2017,15.5,3038.0,3.0,1.0,4.0,802.0,183.97,1978.0,Brimbank,-37.72343,144.81411,Western Metropolitan,3656.0
2454,Taylors Lakes,3,t,502000.0,S,Barry,22/07/2017,15.5,3038.0,3.0,2.0,2.0,198.0,143.0,2004.0,Brimbank,-37.69503,144.77868999999995,Western Metropolitan,5336.0
2455,Taylors Lakes,3,h,760000.0,VB,YPA,22/07/2017,15.5,3038.0,3.0,3.0,2.0,654.0,,,Brimbank,-37.69394000000001,144.7795,Western Metropolitan,5336.0
2456,Taylors Lakes,3,h,427500.0,S,Ray,1/07/2017,15.5,3038.0,3.0,2.0,2.0,189.0,,,Brimbank,-37.70308,144.79953999999995,Western Metropolitan,5336.0
2457,Taylors Lakes,4,h,716000.0,S,Barry,24/06/2017,15.5,3038.0,4.0,2.0,2.0,684.0,,,Brimbank,-37.69274,144.76971,Western Metropolitan,5336.0
2458,Keilor Lodge,3,h,680000.0,PI,Brad,9/09/2017,15.5,3038.0,3.0,2.0,2.0,651.0,,1991.0,Brimbank,-37.69727,144.79371,Western Metropolitan,570.0
2459,Taylors Lakes,4,h,751000.0,S,Barry,23/09/2017,15.5,3038.0,4.0,2.0,2.0,712.0,364.0,1998.0,Brimbank,-37.68646,144.77247,Western Metropolitan,5336.0
2460,Keilor Downs,4,h,700000.0,PI,Barry,26/08/2017,15.5,3038.0,4.0,2.0,2.0,726.0,223.0,1980.0,Brimbank,-37.72649000000001,144.80992,Western Metropolitan,3656.0
2461,Keilor Downs,3,h,683000.0,S,Barry,26/08/2017,15.5,3038.0,3.0,2.0,2.0,664.0,,,Brimbank,-37.72474,144.79545,Western Metropolitan,3656.0
2462,Taylors Lakes,4,h,701000.0,S,Prof.,12/08/2017,15.5,3038.0,4.0,2.0,2.0,651.0,,,Brimbank,-37.70847,144.78413,Western Metropolitan,5336.0
2463,Taylors Lakes,3,h,746000.0,S,Purplebricks,23/09/2017,15.5,3038.0,3.0,2.0,2.0,649.0,,,Brimbank,-37.69616,144.78587,Western Metropolitan,5336.0
2464,Taylors Lakes,3,h,705000.0,S,Barry,3/09/2017,15.5,3038.0,3.0,2.0,1.0,677.0,138.0,1980.0,Brimbank,-37.71254,144.80836000000005,Western Metropolitan,5336.0
2465,Keilor Downs,4,h,670000.0,S,Prof.,24/06/2017,15.5,3038.0,4.0,2.0,2.0,713.0,164.0,1982.0,Brimbank,-37.72305,144.81073999999995,Western Metropolitan,3656.0
2466,Keilor Downs,4,h,720000.0,S,Brad,9/09/2017,15.5,3038.0,4.0,2.0,2.0,660.0,177.0,1985.0,Brimbank,-37.72086,144.79399999999995,Western Metropolitan,3656.0
2467,Keilor Downs,4,h,790000.0,S,Nelson,27/05/2017,15.5,3038.0,4.0,2.0,3.0,696.0,,1980.0,Brimbank,-37.72394,144.8147,Western Metropolitan,3656.0
2468,Taylors Lakes,3,h,600000.0,S,Brad,23/09/2017,15.5,3038.0,3.0,2.0,2.0,657.0,,,Brimbank,-37.71176,144.80271000000005,Western Metropolitan,5336.0
2469,Moonee Ponds,3,t,1345000.0,SP,Barry,22/05/2016,6.9,3039.0,3.0,2.0,1.0,310.0,287.0,1930.0,Moonee Valley,-37.7639,144.9126,Western Metropolitan,6232.0
2470,Moonee Ponds,4,t,726000.0,S,Nelson,22/05/2016,6.9,3039.0,4.0,2.0,1.0,67.0,145.0,2000.0,Moonee Valley,-37.761,144.9262,Western Metropolitan,6232.0
2471,Moonee Ponds,3,h,1225000.0,VB,Jellis,12/08/2017,6.2,3039.0,3.0,2.0,2.0,674.0,141.0,1920.0,Moonee Valley,-37.76389,144.9185,Western Metropolitan,6232.0
2472,Moonee Ponds,3,h,1210000.0,PI,Sweeney,3/09/2017,6.2,3039.0,3.0,2.0,0.0,411.0,114.0,1915.0,Moonee Valley,-37.76285,144.90575,Western Metropolitan,6232.0
2473,Moonee Ponds,4,h,1450000.0,S,Nelson,3/09/2017,6.2,3039.0,4.0,2.0,3.0,465.0,,,Moonee Valley,-37.76306,144.92851000000005,Western Metropolitan,6232.0
2474,Moonee Ponds,3,h,1250000.0,S,Raine,23/04/2016,6.9,3039.0,3.0,2.0,1.0,283.0,222.0,2002.0,Moonee Valley,-37.7638,144.9175,Western Metropolitan,6232.0
2475,Moonee Ponds,2,u,330000.0,SP,Jellis,22/05/2016,6.9,3039.0,3.0,1.0,1.0,0.0,54.0,1970.0,Moonee Valley,-37.7654,144.9094,Western Metropolitan,6232.0
2476,Moonee Ponds,2,h,1060000.0,S,Nelson,12/08/2017,6.2,3039.0,2.0,1.0,1.0,283.0,,,Moonee Valley,-37.76218,144.92886,Western Metropolitan,6232.0
2477,Moonee Ponds,2,h,951000.0,S,Nelson,15/07/2017,6.2,3039.0,2.0,1.0,1.0,172.0,,1900.0,Moonee Valley,-37.7638,144.9089,Western Metropolitan,6232.0
2478,Moonee Ponds,3,h,1375000.0,S,Brad,24/06/2017,6.2,3039.0,3.0,1.0,1.0,449.0,,,Moonee Valley,-37.77106,144.91162,Western Metropolitan,6232.0
2479,Moonee Ponds,3,h,1425000.0,SP,Brad,22/05/2016,6.9,3039.0,3.0,1.0,1.0,526.0,159.0,1900.0,Moonee Valley,-37.7701,144.9172,Western Metropolitan,6232.0
2480,Moonee Ponds,2,h,849000.0,S,Brad,19/11/2016,6.9,3039.0,2.0,1.0,1.0,345.0,95.0,1930.0,Moonee Valley,-37.773,144.9335,Western Metropolitan,6232.0
2481,Moonee Ponds,1,u,265000.0,VB,Brad,19/11/2016,6.9,3039.0,1.0,1.0,1.0,0.0,41.0,1970.0,Moonee Valley,-37.758,144.9237,Western Metropolitan,6232.0
2482,Moonee Ponds,4,h,1345000.0,SP,Brad,18/06/2016,6.9,3039.0,4.0,2.0,2.0,313.0,193.0,1910.0,Moonee Valley,-37.7709,144.9288,Western Metropolitan,6232.0
2483,Moonee Ponds,3,t,842500.0,S,Jellis,18/06/2016,6.9,3039.0,3.0,2.0,1.0,216.0,156.0,1995.0,Moonee Valley,-37.7607,144.9314,Western Metropolitan,6232.0
2484,Moonee Ponds,4,h,1275000.0,S,Nelson,18/03/2017,6.9,3039.0,4.0,2.0,1.0,627.0,,,Moonee Valley,-37.7649,144.9091,Western Metropolitan,6232.0
2485,Moonee Ponds,3,h,1435000.0,S,Nelson,18/03/2017,6.9,3039.0,3.0,1.0,3.0,633.0,,,Moonee Valley,-37.7608,144.9322,Western Metropolitan,6232.0
2486,Moonee Ponds,4,h,1400000.0,PI,Hodges,29/07/2017,6.2,3039.0,4.0,2.0,1.0,375.0,200.0,1930.0,Moonee Valley,-37.76261,144.93249,Western Metropolitan,6232.0
2487,Moonee Ponds,4,h,1425000.0,S,Jellis,15/07/2017,6.2,3039.0,4.0,2.0,2.0,388.0,151.0,1890.0,Moonee Valley,-37.7685,144.91103,Western Metropolitan,6232.0
2488,Moonee Ponds,1,u,286000.0,PI,Nelson,24/06/2017,6.2,3039.0,1.0,1.0,1.0,114.0,42.2,1970.0,Moonee Valley,-37.76911,144.92472,Western Metropolitan,6232.0
2489,Moonee Ponds,3,h,1725000.0,PI,Nelson,24/09/2016,6.9,3039.0,3.0,2.0,3.0,596.0,203.0,1950.0,Moonee Valley,-37.7609,144.905,Western Metropolitan,6232.0
2490,Moonee Ponds,2,h,1020000.0,S,Jellis,1/07/2017,6.2,3039.0,2.0,1.0,1.0,269.0,,,Moonee Valley,-37.75782,144.92088,Western Metropolitan,6232.0
2491,Moonee Ponds,2,h,822500.0,S,Nelson,28/08/2016,6.9,3039.0,3.0,1.0,1.0,219.0,,1900.0,Moonee Valley,-37.7627,144.9141,Western Metropolitan,6232.0
2492,Moonee Ponds,2,h,900000.0,S,Nelson,28/08/2016,6.9,3039.0,2.0,1.0,1.0,339.0,,,Moonee Valley,-37.7651,144.9078,Western Metropolitan,6232.0
2493,Moonee Ponds,3,h,1111000.0,S,Ray,28/08/2016,6.9,3039.0,3.0,1.0,2.0,502.0,,,Moonee Valley,-37.7693,144.9299,Western Metropolitan,6232.0
2494,Moonee Ponds,3,h,800000.0,VB,Nelson,28/08/2016,6.9,3039.0,2.0,1.0,1.0,207.0,,,Moonee Valley,-37.7687,144.9203,Western Metropolitan,6232.0
2495,Moonee Ponds,3,h,930000.0,S,Nelson,28/08/2016,6.9,3039.0,3.0,3.0,1.0,325.0,132.0,1910.0,Moonee Valley,-37.7702,144.9091,Western Metropolitan,6232.0
2496,Moonee Ponds,2,h,831000.0,S,Barry,28/05/2016,6.9,3039.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7685,144.9186,Western Metropolitan,6232.0
2497,Moonee Ponds,2,u,730000.0,SP,Woodards,28/05/2016,6.9,3039.0,2.0,1.0,2.0,217.0,,,Moonee Valley,-37.7609,144.9308,Western Metropolitan,6232.0
2498,Moonee Ponds,3,t,1130000.0,S,Brad,27/11/2016,6.9,3039.0,3.0,2.0,2.0,217.0,145.0,2013.0,Moonee Valley,-37.7704,144.9162,Western Metropolitan,6232.0
2499,Moonee Ponds,2,u,470000.0,VB,Nelson,27/11/2016,6.9,3039.0,2.0,1.0,1.0,0.0,65.0,2014.0,Moonee Valley,-37.7677,144.92,Western Metropolitan,6232.0
2500,Moonee Ponds,2,u,574000.0,S,Jellis,27/11/2016,6.9,3039.0,2.0,2.0,1.0,159.0,,,Moonee Valley,-37.7666,144.9184,Western Metropolitan,6232.0
2501,Moonee Ponds,3,h,1683000.0,SP,Rendina,27/06/2016,6.9,3039.0,3.0,2.0,2.0,222.0,,1880.0,Moonee Valley,-37.7688,144.9291,Western Metropolitan,6232.0
2502,Moonee Ponds,5,h,1740000.0,S,Brad,27/06/2016,6.9,3039.0,4.0,1.0,2.0,739.0,155.0,1930.0,Moonee Valley,-37.7613,144.9177,Western Metropolitan,6232.0
2503,Moonee Ponds,2,h,956000.0,SP,Nelson,27/06/2016,6.9,3039.0,2.0,1.0,2.0,435.0,,1920.0,Moonee Valley,-37.7692,144.9042,Western Metropolitan,6232.0
2504,Moonee Ponds,1,u,292000.0,S,Barry,27/06/2016,6.9,3039.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moonee Valley,-37.758,144.9237,Western Metropolitan,6232.0
2505,Moonee Ponds,3,h,850000.0,S,Nelson,26/07/2016,6.9,3039.0,3.0,2.0,1.0,271.0,143.0,1915.0,Moonee Valley,-37.7682,144.9058,Western Metropolitan,6232.0
2506,Moonee Ponds,4,h,1505000.0,S,Frank,25/02/2017,6.9,3039.0,4.0,2.0,2.0,441.0,164.0,1910.0,Moonee Valley,-37.7627,144.9278,Western Metropolitan,6232.0
2507,Moonee Ponds,2,u,600000.0,S,Woodards,24/09/2016,6.9,3039.0,2.0,1.0,1.0,166.0,81.0,1965.0,Moonee Valley,-37.7624,144.9365,Western Metropolitan,6232.0
2508,Moonee Ponds,3,u,650000.0,SP,Brad,24/09/2016,6.9,3039.0,3.0,1.0,1.0,0.0,,,Moonee Valley,-37.7606,144.9236,Western Metropolitan,6232.0
2509,Moonee Ponds,1,u,415000.0,S,Weda,24/09/2016,6.9,3039.0,1.0,1.0,1.0,0.0,,,Moonee Valley,-37.7623,144.9211,Western Metropolitan,6232.0
2510,Moonee Ponds,3,h,1245000.0,S,McDonald,29/07/2017,6.2,3039.0,3.0,1.0,0.0,234.0,,1914.0,Moonee Valley,-37.76321,144.91958,Western Metropolitan,6232.0
2511,Moonee Ponds,3,h,1850000.0,SP,McDonald,17/06/2017,6.2,3039.0,3.0,2.0,2.0,596.0,203.0,1950.0,Moonee Valley,-37.76086,144.90497,Western Metropolitan,6232.0
2512,Moonee Ponds,1,u,222000.0,S,Barry,17/06/2017,6.2,3039.0,1.0,1.0,0.0,0.0,29.0,2012.0,Moonee Valley,-37.77154,144.91597,Western Metropolitan,6232.0
2513,Moonee Ponds,2,h,801000.0,S,Brad,23/04/2016,6.9,3039.0,2.0,1.0,0.0,133.0,,,Moonee Valley,-37.7712,144.9254,Western Metropolitan,6232.0
2514,Moonee Ponds,3,t,870000.0,S,Nelson,23/04/2016,6.9,3039.0,3.0,2.0,2.0,156.0,152.0,2000.0,Moonee Valley,-37.7631,144.9357,Western Metropolitan,6232.0
2515,Moonee Ponds,2,h,1250000.0,S,Nelson,1/07/2017,6.2,3039.0,2.0,1.0,1.0,450.0,,,Moonee Valley,-37.76121,144.92525,Western Metropolitan,6232.0
2516,Moonee Ponds,4,h,1810000.0,S,Jellis,1/07/2017,6.2,3039.0,4.0,2.0,2.0,431.0,,1894.0,Moonee Valley,-37.77019,144.92691000000005,Western Metropolitan,6232.0
2517,Moonee Ponds,2,u,440000.0,VB,Barry,18/03/2017,6.9,3039.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7715,144.9155,Western Metropolitan,6232.0
2518,Moonee Ponds,6,h,2150000.0,VB,Nelson,4/03/2017,6.9,3039.0,6.0,3.0,2.0,912.0,,,Moonee Valley,-37.77,144.9189,Western Metropolitan,6232.0
2519,Moonee Ponds,4,h,1715000.0,S,Frank,3/12/2016,6.9,3039.0,4.0,2.0,3.0,668.0,,,Moonee Valley,-37.7633,144.908,Western Metropolitan,6232.0
2520,Moonee Ponds,1,u,360000.0,SP,Brad,10/12/2016,6.9,3039.0,1.0,1.0,1.0,0.0,54.0,1965.0,Moonee Valley,-37.7652,144.9116,Western Metropolitan,6232.0
2521,Moonee Ponds,2,h,860000.0,S,Nelson,11/02/2017,6.9,3039.0,2.0,1.0,1.0,301.0,80.0,1920.0,Moonee Valley,-37.7695,144.9092,Western Metropolitan,6232.0
2522,Moonee Ponds,3,h,1260000.0,S,Jellis,11/02/2017,6.9,3039.0,3.0,2.0,1.0,253.0,,,Moonee Valley,-37.7708,144.9234,Western Metropolitan,6232.0
2523,Moonee Ponds,4,h,1637000.0,S,Nelson,12/11/2016,6.9,3039.0,4.0,1.0,3.0,539.0,190.0,1900.0,Moonee Valley,-37.7701,144.9287,Western Metropolitan,6232.0
2524,Moonee Ponds,3,h,1505000.0,S,Jellis,12/11/2016,6.9,3039.0,3.0,2.0,2.0,249.0,168.0,2007.0,Moonee Valley,-37.7609,144.9296,Western Metropolitan,6232.0
2525,Moonee Ponds,2,t,515000.0,VB,Edward,12/11/2016,6.9,3039.0,2.0,1.0,1.0,1981.0,111.0,2006.0,Moonee Valley,-37.7677,144.9221,Western Metropolitan,6232.0
2526,Moonee Ponds,3,h,1100000.0,VB,Brad,13/08/2016,6.9,3039.0,3.0,1.0,2.0,572.0,,,Moonee Valley,-37.7683,144.9325,Western Metropolitan,6232.0
2527,Moonee Ponds,2,u,330000.0,VB,Brad,14/05/2016,6.9,3039.0,2.0,1.0,1.0,0.0,39.0,2014.0,Moonee Valley,-37.7715,144.916,Western Metropolitan,6232.0
2528,Moonee Ponds,3,h,1145000.0,SP,Nelson,14/05/2016,6.9,3039.0,3.0,2.0,2.0,478.0,,,Moonee Valley,-37.7615,144.9076,Western Metropolitan,6232.0
2529,Moonee Ponds,4,h,1322000.0,S,Nelson,14/05/2016,6.9,3039.0,3.0,1.0,1.0,549.0,192.0,1930.0,Moonee Valley,-37.7696,144.929,Western Metropolitan,6232.0
2530,Moonee Ponds,2,h,1015000.0,S,Nelson,14/05/2016,6.9,3039.0,2.0,1.0,1.0,228.0,125.0,1910.0,Moonee Valley,-37.7685,144.9183,Western Metropolitan,6232.0
2531,Moonee Ponds,2,h,750000.0,VB,Nelson,15/10/2016,6.9,3039.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.7686,144.9068,Western Metropolitan,6232.0
2532,Moonee Ponds,2,h,1013000.0,S,Raine,15/10/2016,6.9,3039.0,2.0,1.0,0.0,237.0,,,Moonee Valley,-37.769,144.91899999999995,Western Metropolitan,6232.0
2533,Moonee Ponds,2,h,945000.0,S,Nelson,10/12/2016,6.9,3039.0,2.0,1.0,0.0,225.0,97.0,1890.0,Moonee Valley,-37.7639,144.9093,Western Metropolitan,6232.0
2534,Moonee Ponds,3,h,840000.0,VB,Nelson,15/10/2016,6.9,3039.0,3.0,1.0,0.0,307.0,136.0,1910.0,Moonee Valley,-37.7704,144.9083,Western Metropolitan,6232.0
2535,Moonee Ponds,5,h,1900000.0,VB,Nelson,15/10/2016,6.9,3039.0,5.0,3.0,2.0,646.0,261.0,1925.0,Moonee Valley,-37.7625,144.9074,Western Metropolitan,6232.0
2536,Moonee Ponds,3,t,890500.0,S,Brad,15/10/2016,6.9,3039.0,3.0,2.0,1.0,213.0,,1950.0,Moonee Valley,-37.7631,144.9073,Western Metropolitan,6232.0
2537,Moonee Ponds,5,h,2340000.0,S,Rendina,15/10/2016,6.9,3039.0,5.0,3.0,3.0,619.0,372.0,2009.0,Moonee Valley,-37.7691,144.9321,Western Metropolitan,6232.0
2538,Moonee Ponds,3,h,1370000.0,S,Nelson,16/04/2016,6.9,3039.0,3.0,1.0,2.0,427.0,,,Moonee Valley,-37.7702,144.9266,Western Metropolitan,6232.0
2539,Moonee Ponds,3,h,1400000.0,SP,Brad,16/04/2016,6.9,3039.0,3.0,2.0,2.0,394.0,160.0,1890.0,Moonee Valley,-37.7699,144.9149,Western Metropolitan,6232.0
